 Input File ,   id   ,    Differences (COLUMN_NAME)    ,past_due_31_90,past_due_1_30,past_due_91_plus
 INPUT-1 ,65489,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,65489,ENTRY PRESENT,0,0,160

 INPUT-1 ,66181,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,66181,ENTRY PRESENT,0,0,123.8

 INPUT-1 ,66505,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,66505,ENTRY PRESENT,0,0,211

 INPUT-1 ,66909,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,66909,ENTRY PRESENT,0,0,1113

 INPUT-1 ,67445,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,67445,ENTRY PRESENT,0,0,910

 INPUT-1 ,68254,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,68254,ENTRY PRESENT,0,0,46

 INPUT-1 ,68350,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,68350,ENTRY PRESENT,0,0,974

 INPUT-1 ,68789,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,68789,ENTRY PRESENT,0,0,154.7

 INPUT-1 ,68902,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,68902,ENTRY PRESENT,0,0,13

 INPUT-1 ,69089,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,69089,ENTRY PRESENT,0,0,34.08

 INPUT-1 ,69224,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,69224,ENTRY PRESENT,0,0,804

 INPUT-1 ,69646,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,69646,ENTRY PRESENT,0,0,114.5

 INPUT-1 ,69686,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,69686,ENTRY PRESENT,0,0,1913


 INPUT-1 ,70093,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,70093,ENTRY PRESENT,0,0,454.5


 INPUT-1 ,70629,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,70629,ENTRY PRESENT,0,0,2122

 INPUT-1 ,70690,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,70690,ENTRY PRESENT,0,0,214.22

 INPUT-1 ,70854,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,70854,ENTRY PRESENT,0,0,55.2

 INPUT-1 ,70855,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,70855,ENTRY PRESENT,0,0,444


 INPUT-1 ,71414,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,71414,ENTRY PRESENT,0,0,107.25




 INPUT-1 ,74504,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,74504,ENTRY PRESENT,0,0,203


 INPUT-1 ,75524,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,75524,ENTRY PRESENT,0,0,6

 INPUT-1 ,75720,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,75720,ENTRY PRESENT,0,0,149.7

 INPUT-1 ,75958,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,75958,ENTRY PRESENT,0,0,283.66



 INPUT-1 ,76560,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,76560,ENTRY PRESENT,0,0,307.9

 INPUT-1 ,77420,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,77420,ENTRY PRESENT,0,0,73.5

 INPUT-1 ,77765,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,77765,ENTRY PRESENT,0,0,659

 INPUT-1 ,78032,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,78032,ENTRY PRESENT,0,0,195.8


 INPUT-1 ,78341,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,78341,ENTRY PRESENT,0,0,352

 INPUT-1 ,78731,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,78731,ENTRY PRESENT,0,0,107.7

 INPUT-1 ,79208,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,79208,ENTRY PRESENT,0,0,114.3

 INPUT-1 ,79248,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,79248,ENTRY PRESENT,0,0,847

 INPUT-1 ,79309,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,79309,ENTRY PRESENT,0,0,107.3

 INPUT-1 ,79362,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,79362,ENTRY PRESENT,0,0,269

 INPUT-1 ,79856,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,79856,ENTRY PRESENT,0,0,112.8

 INPUT-1 ,80118,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,80118,ENTRY PRESENT,0,0,2031

 INPUT-1 ,80372,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,80372,ENTRY PRESENT,0,0,4


 INPUT-1 ,80431,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,80431,ENTRY PRESENT,0,0,71.08


 INPUT-1 ,80665,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,80665,ENTRY PRESENT,0,0,310.22

 INPUT-1 ,81479,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,81479,ENTRY PRESENT,0,0,8


 INPUT-1 ,81731,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,81731,ENTRY PRESENT,0,0,149.75

 INPUT-1 ,82015,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,82015,ENTRY PRESENT,0,0,0

 INPUT-1 ,82189,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,82189,ENTRY PRESENT,0,0,45


 INPUT-1 ,83378,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,83378,ENTRY PRESENT,0,0,163.8


 INPUT-1 ,84342,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,84342,ENTRY PRESENT,0,0,89

 INPUT-1 ,85045,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,85045,ENTRY PRESENT,0,0,116.7

 INPUT-1 ,85381,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,85381,ENTRY PRESENT,0,0,487

 INPUT-1 ,86794,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,86794,ENTRY PRESENT,0,0,756

 INPUT-1 ,87009,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,87009,ENTRY PRESENT,0,0,113.7


 INPUT-1 ,87472,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,87472,ENTRY PRESENT,0,0,105.8

 INPUT-1 ,87482,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,87482,ENTRY PRESENT,0,0,60




 INPUT-1 ,89728,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,89728,ENTRY PRESENT,0,0,187.7

 INPUT-1 ,89901,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,89901,ENTRY PRESENT,0,0,1061

 INPUT-1 ,89907,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,89907,ENTRY PRESENT,0,0,978

 INPUT-1 ,89932,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,89932,ENTRY PRESENT,0,0,790

 INPUT-1 ,89947,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,89947,ENTRY PRESENT,0,0,852



 INPUT-1 ,90260,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,90260,ENTRY PRESENT,0,0,804


 INPUT-1 ,90501,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,90501,ENTRY PRESENT,0,0,1032

 INPUT-1 ,90855,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,90855,ENTRY PRESENT,0,0,1134

 INPUT-1 ,90975,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,90975,ENTRY PRESENT,0,0,587.8


 INPUT-1 ,91059,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,91059,ENTRY PRESENT,0,0,261.8


 INPUT-1 ,91316,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,91316,ENTRY PRESENT,0,0,659

 INPUT-1 ,91325,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,91325,ENTRY PRESENT,0,0,1




 INPUT-1 ,92116,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,92116,ENTRY PRESENT,0,0,1094

 INPUT-1 ,92462,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,92462,ENTRY PRESENT,0,0,1540

 INPUT-1 ,92560,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,92560,ENTRY PRESENT,0,0,156.5

 INPUT-1 ,93145,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93145,ENTRY PRESENT,0,0,3014


 INPUT-1 ,93361,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93361,ENTRY PRESENT,0,0,610

 INPUT-1 ,93411,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93411,ENTRY PRESENT,0,0,387

 INPUT-1 ,93493,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93493,ENTRY PRESENT,0,0,1030

 INPUT-1 ,93869,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93869,ENTRY PRESENT,0,0,724

 INPUT-1 ,93993,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,93993,ENTRY PRESENT,0,0,506

 INPUT-1 ,94119,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,94119,ENTRY PRESENT,0,0,0.48

 INPUT-1 ,94132,ENTRY PRESENT,0,0,202.06
 INPUT-2 ,94132,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,94376,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,94376,ENTRY PRESENT,0,0,319

 INPUT-1 ,94471,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,94471,ENTRY PRESENT,0,0,798

 INPUT-1 ,94630,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,94630,ENTRY PRESENT,0,0,150.3

 INPUT-1 ,94671,ENTRY PRESENT,0,0,249.83
 INPUT-2 ,94671,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,95110,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95110,ENTRY PRESENT,0,0,620

 INPUT-1 ,95304,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95304,ENTRY PRESENT,0,0,8.8


 INPUT-1 ,95415,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95415,ENTRY PRESENT,0,0,797

 INPUT-1 ,95499,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95499,ENTRY PRESENT,0,0,1752

 INPUT-1 ,95542,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95542,ENTRY PRESENT,0,0,862

 INPUT-1 ,95636,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95636,ENTRY PRESENT,0,0,1119

 INPUT-1 ,95647,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95647,ENTRY PRESENT,0,0,272

 INPUT-1 ,95652,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95652,ENTRY PRESENT,0,0,5946.12

 INPUT-1 ,95819,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95819,ENTRY PRESENT,0,0,1435

 INPUT-1 ,95834,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,95834,ENTRY PRESENT,0,0,1


 INPUT-1 ,96153,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,96153,ENTRY PRESENT,0,0,891.67



 INPUT-1 ,96340,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,96340,ENTRY PRESENT,0,0,792.53

 INPUT-1 ,96462,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,96462,ENTRY PRESENT,0,0,650

 INPUT-1 ,96786,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,96786,ENTRY PRESENT,0,0,74.5

 INPUT-1 ,96933,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,96933,ENTRY PRESENT,0,0,20

 INPUT-1 ,96974,ENTRY PRESENT,0,0,194
 INPUT-2 ,96974,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,97143,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97143,ENTRY PRESENT,0,0,212.3

 INPUT-1 ,97282,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97282,ENTRY PRESENT,0,0,1202

 INPUT-1 ,97657,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97657,ENTRY PRESENT,0,0,55.33

 INPUT-1 ,97832,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97832,ENTRY PRESENT,0,0,32.5

 INPUT-1 ,97939,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97939,ENTRY PRESENT,0,0,110.8


 INPUT-1 ,97952,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,97952,ENTRY PRESENT,0,0,359

 INPUT-1 ,98046,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,98046,ENTRY PRESENT,0,0,781

 INPUT-1 ,98247,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,98247,ENTRY PRESENT,0,0,810.75


 INPUT-1 ,98418,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,98418,ENTRY PRESENT,0,0,1165

 INPUT-1 ,98930,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,98930,ENTRY PRESENT,0,0,784

 INPUT-1 ,99287,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,99287,ENTRY PRESENT,0,0,303


 INPUT-1 ,100195,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,100195,ENTRY PRESENT,0,0,840

 INPUT-1 ,100558,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,100558,ENTRY PRESENT,0,0,1047

 INPUT-1 ,100594,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,100594,ENTRY PRESENT,0,0,409


 INPUT-1 ,100770,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,100770,ENTRY PRESENT,0,0,281.5


 INPUT-1 ,101176,ENTRY PRESENT,0,0,6.64
 INPUT-2 ,101176,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,101255,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,101255,ENTRY PRESENT,0,0,1998

 INPUT-1 ,101511,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,101511,ENTRY PRESENT,0,0,30


 INPUT-1 ,101719,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,101719,ENTRY PRESENT,0,0,82.5

 INPUT-1 ,101932,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,101932,ENTRY PRESENT,0,0,221.8

 INPUT-1 ,102148,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,102148,ENTRY PRESENT,0,0,1439


 INPUT-1 ,102349,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,102349,ENTRY PRESENT,0,0,932

 INPUT-1 ,102410,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,102410,ENTRY PRESENT,0,0,141


 INPUT-1 ,102681,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,102681,ENTRY PRESENT,0,0,878

 INPUT-1 ,102953,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,102953,ENTRY PRESENT,0,0,183

 INPUT-1 ,103151,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,103151,ENTRY PRESENT,0,0,1915

 INPUT-1 ,103542,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,103542,ENTRY PRESENT,0,0,858

 INPUT-1 ,103582,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,103582,ENTRY PRESENT,0,0,73.5

 INPUT-1 ,104103,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,104103,ENTRY PRESENT,0,0,261

 INPUT-1 ,105048,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,105048,ENTRY PRESENT,0,0,69.8

 INPUT-1 ,105080,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,105080,ENTRY PRESENT,0,0,649

 INPUT-1 ,105437,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,105437,ENTRY PRESENT,0,0,14

 INPUT-1 ,105707,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,105707,ENTRY PRESENT,0,0,121.2

 INPUT-1 ,105984,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,105984,ENTRY PRESENT,0,0,197.7

 INPUT-1 ,106053,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,106053,ENTRY PRESENT,0,0,136.5

 INPUT-1 ,106297,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,106297,ENTRY PRESENT,0,0,134.2


 INPUT-1 ,106621,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,106621,ENTRY PRESENT,0,0,232

 INPUT-1 ,106778,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,106778,ENTRY PRESENT,0,0,144.2

 INPUT-1 ,107231,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,107231,ENTRY PRESENT,0,0,159

 INPUT-1 ,107484,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,107484,ENTRY PRESENT,0,0,730

 INPUT-1 ,107528,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,107528,ENTRY PRESENT,0,0,76.8

 INPUT-1 ,107657,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,107657,ENTRY PRESENT,0,0,278.75


 INPUT-1 ,107988,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,107988,ENTRY PRESENT,0,0,12

 INPUT-1 ,108070,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,108070,ENTRY PRESENT,0,0,94.3

 INPUT-1 ,108688,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
